location,Basel
20200107T2100,2.6302452
20200107T2200,0.9002454
20200107T2300,0.5302454
20200108T0000,0.5302454
20200108T0100,0.3802454
20200108T0200,0.22024539
20200108T0300,0.030245423
20200108T0400,-0.09975457
20200108T0500,-0.29975462
20200108T0600,0.030245423
20200108T0700,0.4202454
20200108T0800,0.8102454
20200108T0900,1.8102454
20200108T1000,2.9902453
20200108T1100,4.3702455
20200108T1200,5.5502453
20200108T1300,6.710245
20200108T1400,7.7402453
20200108T1500,7.7402453
20200108T1600,6.8402452
20200108T1700,6.0302453
20200108T1800,6.2602453
20200108T1900,6.2002454
20200108T2000,6.210245
20200108T2100,6.2002454
20200108T2200,6.6602454
20200108T2300,6.8102455
20200109T0000,6.940245
20200109T0100,6.670245
20200109T0200,6.360245
20200109T0300,6.0902452
20200109T0400,5.900245
20200109T0500,5.750245
20200109T0600,5.8102455
20200109T0700,5.9302454
20200109T0800,5.860245
20200109T0900,6.400245
20200109T1000,8.450246
20200109T1100,9.930245
20200109T1200,11.330245
20200109T1300,12.490245
20200109T1400,13.040245
20200109T1500,12.300245
20200109T1600,10.040245
20200109T1700,8.770246
20200109T1800,7.9102454
20200109T1900,7.4902453
20200109T2000,7.210245
20200109T2100,7.2002454
20200109T2200,7.980245
20200109T2300,8.640245
20200110T0000,8.740245
20200110T0100,9.480246
20200110T0200,9.090245
20200110T0300,8.920245
20200110T0400,8.850245
20200110T0500,8.870245
20200110T0600,8.710245
20200110T0700,8.570246
20200110T0800,8.440246
20200110T0900,8.970245
20200110T1000,10.120245
20200110T1100,10.720245
20200110T1200,11.030245
20200110T1300,11.050245
20200110T1400,10.640245
20200110T1500,10.130245
20200110T1600,9.620245
20200110T1700,9.280245
20200110T1800,9.180245
20200110T1900,8.520246
20200110T2000,8.320246
20200110T2100,7.690245
20200110T2200,7.420245
20200110T2300,7.0302453
20200111T0000,6.8002453
20200111T0100,6.0802455
20200111T0200,5.630245
20200111T0300,4.6002455
20200111T0400,4.4502454
20200111T0500,4.4302454
20200111T0600,4.4102454
20200111T0700,4.7402453
20200111T0800,4.630245
20200111T0900,5.440245
20200111T1000,6.040245
20200111T1100,6.9902453
20200111T1200,7.540245
20200111T1300,7.960245
20200111T1400,8.070246
20200111T1500,7.8102455
20200111T1600,7.5302453
20200111T1700,6.7602453
20200111T1800,5.420245
20200111T1900,4.2302456
20200111T2000,3.7402453
20200111T2100,2.9602456
20200111T2200,1.2702454
20200111T2300,0.6002454
20200112T0000,0.060245395
20200112T0100,0.090245396
20200112T0200,-0.11975461
20200112T0300,-0.3197546
20200112T0400,-0.4597546
20200112T0500,-0.3097546
20200112T0600,-0.08975458
20200112T0700,0.100245416
20200112T0800,0.13024542
20200112T0900,0.8602454
20200112T1000,2.0702453
20200112T1100,3.5202456
20200112T1200,4.5602455
20200112T1300,5.420245
20200112T1400,6.0602455
20200112T1500,5.6202455
20200112T1600,3.6602454
20200112T1700,2.0602455
20200112T1800,2.0702453
20200112T1900,2.5702453
20200112T2000,2.3802454
20200112T2100,2.1502454
20200112T2200,1.8602453
20200112T2300,2.0102453
20200113T0000,1.7802454
20200113T0100,2.2502456
20200113T0200,2.1802454
20200113T0300,2.0302453
20200113T0400,2.2302454
20200113T0500,2.7802453
20200113T0600,2.8002453
20200113T0700,2.7702456
20200113T0800,2.8502455
20200113T0900,3.5402455
20200113T1000,4.380245
20200113T1100,5.650245
20200113T1200,6.750245
20200113T1300,7.7202454
20200113T1400,8.480246
20200113T1500,8.540245
20200113T1600,5.3902454
20200113T1700,4.2002454
20200113T1800,3.4402456
20200113T1900,2.8602452
20200113T2000,2.3502455
20200113T2100,1.8302454
20200113T2200,0.7902454
20200113T2300,0.3802454
20200114T0000,0.7102454
20200114T0100,0.7902454
20200114T0200,0.7902454
20200114T0300,0.84024537
20200114T0400,1.0002453
20200114T0500,1.0802454
20200114T0600,0.6002454
20200114T0700,0.9202454
20200114T0800,1.3802454
20200114T0900,3.1702452
20200114T1000,4.9102454
20200114T1100,7.3202453
20200114T1200,8.910245
20200114T1300,10.160245
20200114T1400,10.570246
20200114T1500,10.410245
20200114T1600,9.430245
20200114T1700,8.000245
20200114T1800,7.020245
20200114T1900,5.8302455
20200114T2000,4.8202453
20200114T2100,4.3102455
20200114T2200,3.9302454
20200114T2300,3.3302455
20200115T0000,2.9602456
20200115T0100,2.8102455
20200115T0200,2.2202454
20200115T0300,2.0702453
20200115T0400,1.1002455
20200115T0500,0.3902454
20200115T0600,-0.1997546
20200115T0700,-0.1397546
20200115T0800,0.6502454
20200115T0900,3.2302456
20200115T1000,6.0302453
20200115T1100,8.490246
20200115T1200,10.540245
20200115T1300,12.140245
20200115T1400,12.720245
20200115T1500,12.660245
20200115T1600,10.570246
20200115T1700,8.900246
20200115T1800,8.070246
20200115T1900,7.440245
20200115T2000,6.8702455
20200115T2100,6.690245
20200115T2200,7.040245
20200115T2300,7.0302453
20200116T0000,7.2202454
20200116T0100,7.230245
20200116T0200,6.940245
20200116T0300,6.0502453
20200116T0400,5.2202454
20200116T0500,4.5702453
20200116T0600,3.7402453
20200116T0700,3.1002455
20200116T0800,3.1602454
20200116T0900,4.9302454
20200116T1000,8.300245
20200116T1100,10.290245
20200116T1200,11.780245
20200116T1300,12.700245
20200116T1400,12.970245
20200116T1500,11.860246
20200116T1600,9.020246
20200116T1700,7.190245
20200116T1800,5.6202455
20200116T1900,4.2902455
20200116T2000,3.2102456
20200116T2100,2.3602452
20200116T2200,1.6102453
20200116T2300,0.9402454
20200117T0000,0.7202454
20200117T0100,0.3902454
20200117T0200,0.14024541
20200117T0300,0.3602454
20200117T0400,0.00024539232
20200117T0500,-0.11975461
20200117T0600,-0.2697546
20200117T0700,0.010245383
20200117T0800,0.8202454
20200117T0900,2.6802454
20200117T1000,4.4802456
20200117T1100,5.690245
20200117T1200,6.380245
20200117T1300,7.380245
20200117T1400,7.5102453
20200117T1500,7.8502455
20200117T1600,7.7802453
20200117T1700,7.520245
20200117T1800,7.2802453
20200117T1900,7.000245
20200117T2000,6.9102454
20200117T2100,6.8002453
20200117T2200,7.0702453
20200117T2300,7.0702453
20200118T0000,6.8702455
20200118T0100,6.5302453
20200118T0200,6.040245
20200118T0300,5.5602455
20200118T0400,5.3302455
20200118T0500,4.8102455
20200118T0600,4.6802454
20200118T0700,4.5802455
20200118T0800,4.2502456
20200118T0900,4.6202455
20200118T1000,5.480245
20200118T1100,6.170245
20200118T1200,6.4502454
20200118T1300,6.5802455
20200118T1400,6.4702454
20200118T1500,6.1202455
20200118T1600,5.4102454
20200118T1700,4.3402452
20200118T1800,3.5102453
20200118T1900,2.9402456
20200118T2000,2.7402453
20200118T2100,2.4502454
20200118T2200,2.1602454
20200118T2300,0.97024536
20200119T0000,0.4202454
20200119T0100,0.77024543
20200119T0200,0.080245405
20200119T0300,-0.16975462
20200119T0400,-0.2697546
20200119T0500,-0.47975457
20200119T0600,-0.51975465
20200119T0700,-0.6697546
20200119T0800,-0.14975458
20200119T0900,0.9602454
20200119T1000,1.9802454
20200119T1100,3.0002456
20200119T1200,3.8002453
20200119T1300,3.8602452
20200119T1400,3.8002453
20200119T1500,3.6602454
20200119T1600,3.2602453
20200119T1700,2.2002454
20200119T1800,2.0402455
20200119T1900,1.5002453
20200119T2000,1.2602453
20200119T2100,1.2602453
20200119T2200,2.3102455
20200119T2300,2.0802455
20200120T0000,2.1502454
20200120T0100,2.0702453
20200120T0200,1.6102453
20200120T0300,1.1502454
20200120T0400,1.4302454
20200120T0500,1.6702454
20200120T0600,1.9902455
20200120T0700,2.2202454
20200120T0800,2.3002453
20200120T0900,2.9302454
20200120T1000,3.6702452
20200120T1100,4.650245
20200120T1200,5.270245
20200120T1300,5.750245
20200120T1400,5.920245
20200120T1500,5.420245
20200120T1600,4.0102453
20200120T1700,2.9702454
20200120T1800,1.8302454
20200120T1900,1.1802454
20200120T2000,0.4502454
20200120T2100,-0.20975459
20200120T2200,-0.76975465
20200120T2300,-1.1197546
20200121T0000,-1.9097546
20200121T0100,-2.4597545
20200121T0200,-3.0197544
20200121T0300,-3.7897549
20200121T0400,-4.059755
20200121T0500,-4.209755
20200121T0600,-4.5897546
20200121T0700,-4.459755
20200121T0800,-3.2997546
20200121T0900,-0.87975454
20200121T1000,0.7602454
20200121T1100,1.6902454
20200121T1200,2.6302452
20200121T1300,3.5302453
20200121T1400,4.150245
20200121T1500,3.8002453
20200121T1600,3.1602454
20200121T1700,0.9602454
20200121T1800,-1.2897546
20200121T1900,-2.5097547
20200121T2000,-3.1297545
20200121T2100,-3.6797547
20200121T2200,-3.4497547
20200121T2300,-3.8597546
20200122T0000,-3.9697547
20200122T0100,-4.2397547
20200122T0200,-4.0497546
20200122T0300,-4.1797547
20200122T0400,-4.0697546
20200122T0500,-4.0297546
20200122T0600,-3.9897547
20200122T0700,-4.1097546
20200122T0800,-2.9697547
20200122T0900,-1.7897545
20200122T1000,-0.4397546
20200122T1100,0.4802454
20200122T1200,1.3602455
20200122T1300,1.9102454
20200122T1400,2.2502456
20200122T1500,1.3902454
20200122T1600,0.7402454
20200122T1700,-1.2197546
20200122T1800,-1.8797547
20200122T1900,-2.3297548
20200122T2000,-2.5697546
20200122T2100,-2.5297546
20200122T2200,-2.6297545
20200122T2300,-2.7897544
20200123T0000,-2.7997546
20200123T0100,-2.8197546
20200123T0200,-2.8197546
20200123T0300,-2.9697547
20200123T0400,-3.0697546
20200123T0500,-3.0497546
20200123T0600,-3.0397544
20200123T0700,-3.2197547
20200123T0800,-2.5297546
20200123T0900,-1.8297547
20200123T1000,-0.52975464
20200123T1100,0.100245416
20200123T1200,0.7502454
20200123T1300,1.4802454
20200123T1400,1.5702454
20200123T1500,1.0402454
20200123T1600,1.1802454
20200123T1700,-0.88975465
20200123T1800,-1.1197546
20200123T1900,-1.0197546
20200123T2000,-1.8697547
20200123T2100,-2.2297544
20200123T2200,-2.1597548
20200123T2300,-2.1097546
20200124T0000,-1.8497547
20200124T0100,-1.7697545
20200124T0200,-1.4397546
20200124T0300,-1.3497546
20200124T0400,-1.5197545
20200124T0500,-1.3797545
20200124T0600,-1.2197546
20200124T0700,-1.1297545
20200124T0800,-0.39975458
20200124T0900,0.5402454
20200124T1000,1.2102454
20200124T1100,2.5502453
20200124T1200,3.9902453
20200124T1300,5.290245
20200124T1400,5.960245
20200124T1500,5.020245
20200124T1600,2.5002456
20200124T1700,0.19024539
20200124T1800,-0.1897546
20200124T1900,-0.2697546
20200124T2000,-0.4297546
20200124T2100,-0.60975456
20200124T2200,-0.20975459
20200124T2300,-0.3897546
20200125T0000,-0.1297546
20200125T0100,-0.3197546
20200125T0200,-0.4397546
20200125T0300,-0.64975464
20200125T0400,-0.7897546
20200125T0500,-0.8497546
20200125T0600,-0.72975457
20200125T0700,-0.62975454
20200125T0800,-0.04975462
20200125T0900,1.3002454
20200125T1000,2.5702453
20200125T1100,3.5002456
20200125T1200,4.710245
20200125T1300,5.8502455
20200125T1400,6.420245
20200125T1500,5.8202453
20200125T1600,4.7002454
20200125T1700,2.1202455
20200125T1800,1.6602454
20200125T1900,1.0802454
20200125T2000,0.52024543
20200125T2100,0.14024541
20200125T2200,0.7202454
20200125T2300,0.52024543
20200126T0000,0.19024539
20200126T0100,-0.04975462
20200126T0200,-0.0697546
20200126T0300,-0.09975457
20200126T0400,-0.49975455
20200126T0500,-0.3897546
20200126T0600,-0.3297546
20200126T0700,-0.1397546
20200126T0800,0.22024539
20200126T0900,1.3602455
20200126T1000,3.0202456
20200126T1100,4.4802456
20200126T1200,6.0902452
20200126T1300,7.2802453
20200126T1400,7.960245
20200126T1500,7.670245
20200126T1600,6.130245
20200126T1700,5.380245
20200126T1800,5.210245
20200126T1900,5.230245
20200126T2000,4.860245
20200126T2100,4.7602453
20200126T2200,4.4602456
20200126T2300,4.5702453
20200127T0000,4.6602454
20200127T0100,4.5002456
20200127T0200,4.8002453
20200127T0300,5.2602453
20200127T0400,4.940245
20200127T0500,4.2702456
20200127T0600,4.5002456
20200127T0700,4.3702455
20200127T0800,4.7602453
20200127T0900,5.610245
20200127T1000,7.380245
20200127T1100,8.350245
20200127T1200,9.090245
20200127T1300,9.130245
20200127T1400,8.750245
20200127T1500,8.570246
20200127T1600,7.9502454
20200127T1700,7.4502454
20200127T1800,7.0802455
20200127T1900,7.4302454
20200127T2000,7.540245
20200127T2100,7.630245
20200127T2200,8.420245
20200127T2300,9.070246
20200128T0000,9.010245
20200128T0100,8.920245
20200128T0200,8.940246
20200128T0300,8.770246
20200128T0400,8.960245
20200128T0500,8.880245
20200128T0600,8.850245
20200128T0700,8.850245
20200128T0800,8.530246
20200128T0900,6.3902454
20200128T1000,6.4102454
20200128T1100,6.790245
20200128T1200,7.0502453
20200128T1300,7.630245
20200128T1400,7.3902454
20200128T1500,6.6802454
20200128T1600,5.6802454
20200128T1700,4.8402452
20200128T1800,4.790245
20200128T1900,4.5602455
20200128T2000,4.610245
20200128T2100,4.8502455
20200128T2200,4.3702455
20200128T2300,4.6802454
20200129T0000,4.9302454
20200129T0100,4.750245
20200129T0200,4.730245
20200129T0300,4.420245
20200129T0400,4.670245
20200129T0500,4.380245
20200129T0600,3.9302454
20200129T0700,3.7902455
20200129T0800,4.2702456
20200129T0900,5.1402454
20200129T1000,5.3402452
20200129T1100,5.670245
20200129T1200,6.4702454
20200129T1300,6.8102455
20200129T1400,6.960245
20200129T1500,7.3402452
20200129T1600,6.8002453
20200129T1700,6.190245
20200129T1800,6.1002455
20200129T1900,6.110245
20200129T2000,5.8402452
20200129T2100,5.6802454
20200129T2200,5.0902452
20200129T2300,4.8902454
20200130T0000,4.8102455
20200130T0100,4.750245
20200130T0200,4.610245
20200130T0300,4.5702453
20200130T0400,4.1602454
20200130T0500,3.9102454
20200130T0600,3.7102456
20200130T0700,3.3002453
20200130T0800,3.4002452
20200130T0900,4.8202453
20200130T1000,6.790245
20200130T1100,8.030246
20200130T1200,9.170245
20200130T1300,10.0602455
20200130T1400,10.360246
20200130T1500,9.880245
20200130T1600,9.590245
20200130T1700,9.390245
20200130T1800,9.550245
20200130T1900,9.780245
20200130T2000,9.930245
20200130T2100,10.120245
20200130T2200,10.340245
20200130T2300,10.520246
20200131T0000,10.680245
20200131T0100,11.030245
20200131T0200,11.110246
20200131T0300,11.180245
20200131T0400,11.270246
20200131T0500,11.380245
20200131T0600,11.400246
20200131T0700,11.320246
20200131T0800,11.450245
20200131T0900,11.740245
20200131T1000,12.420245
20200131T1100,13.140245
20200131T1200,13.520246
20200131T1300,13.950245
20200131T1400,14.250245
20200131T1500,14.140245
20200131T1600,13.5602455
20200131T1700,12.570246
20200131T1800,11.890245
20200131T1900,11.950245
20200131T2000,12.320246
20200131T2100,12.3102455
20200131T2200,12.710245
20200131T2300,12.540245
20200201T0000,12.170245
20200201T0100,12.050245
20200201T0200,11.670245
20200201T0300,11.500245
20200201T0400,11.370245
20200201T0500,11.110246
20200201T0600,10.370245
20200201T0700,10.290245
20200201T0800,10.660245
20200201T0900,11.760245
20200201T1000,12.750245
20200201T1100,13.530245
20200201T1200,13.910245
20200201T1300,13.190246
20200201T1400,13.020246
20200201T1500,12.830245
20200201T1600,12.730246
20200201T1700,12.530245
20200201T1800,12.360246
20200201T1900,12.210245
20200201T2000,11.870245
20200201T2100,12.200245
20200201T2200,12.180245
20200201T2300,11.970245
20200202T0000,11.710245
20200202T0100,11.410245
20200202T0200,11.370245
20200202T0300,11.230246
20200202T0400,11.390245
20200202T0500,11.370245
20200202T0600,11.440246
20200202T0700,11.620245
20200202T0800,11.8102455
20200202T0900,11.900246
20200202T1000,12.110246
20200202T1100,12.580245
20200202T1200,13.280245
20200202T1300,13.590245
20200202T1400,13.840245
20200202T1500,14.410245
20200202T1600,14.460245
20200202T1700,14.390245
20200202T1800,14.000245
20200202T1900,13.910245
20200202T2000,13.960245
20200202T2100,14.0602455
20200202T2200,13.840245
20200202T2300,13.920245
20200203T0000,13.870245
20200203T0100,13.740245
20200203T0200,13.520246
20200203T0300,13.760245
20200203T0400,13.770246
20200203T0500,13.860246
20200203T0600,13.5602455
20200203T0700,13.260245
20200203T0800,12.980246
20200203T0900,12.880245
20200203T1000,12.940246
20200203T1100,13.120245
20200203T1200,13.110246
20200203T1300,12.850245
20200203T1400,12.860246
20200203T1500,12.800245
20200203T1600,12.880245
20200203T1700,13.180245
20200203T1800,13.100245
20200203T1900,13.250245
20200203T2000,13.470245
20200203T2100,14.100245
20200203T2200,15.300245
20200203T2300,16.000246
20200204T0000,16.530245
20200204T0100,16.300245
20200204T0200,13.260245
20200204T0300,7.270245
20200204T0400,6.040245
20200204T0500,6.4902453
20200204T0600,6.1002455
20200204T0700,5.3502455
20200204T0800,4.860245
20200204T0900,4.960245
20200204T1000,4.8002453
20200204T1100,5.5502453
20200204T1200,5.1602454
20200204T1300,5.130245
20200204T1400,5.1202455
20200204T1500,4.790245
20200204T1600,4.670245
20200204T1700,4.420245
20200204T1800,4.420245
20200204T1900,4.2602453
20200204T2000,4.0102453
20200204T2100,3.5002456
20200204T2200,3.5702453
20200204T2300,3.6402454
20200205T0000,3.8702455
20200205T0100,4.170245
20200205T0200,4.420245
20200205T0300,4.3302455
20200205T0400,4.2902455
20200205T0500,4.4302454
20200205T0600,4.2402453
20200205T0700,3.8002453
20200205T0800,3.9002452
20200205T0900,4.5402455
20200205T1000,5.5302453
20200205T1100,6.130245
20200205T1200,6.4702454
20200205T1300,7.0102453
20200205T1400,7.5702453
20200205T1500,7.440245
20200205T1600,5.920245
20200205T1700,3.8502455
20200205T1800,2.1702454
20200205T1900,1.6402454
20200205T2000,0.1802454
20200205T2100,-0.7997546
20200205T2200,-1.5597545
20200205T2300,-2.0597544
20200206T0000,-2.1797547
20200206T0100,-2.3697548
20200206T0200,-2.6997547
20200206T0300,-2.6997547
20200206T0400,-2.1297545
20200206T0500,-2.0097547
20200206T0600,-1.9597546
20200206T0700,-2.1997547
20200206T0800,-0.8297546
20200206T0900,0.8702454
20200206T1000,2.5702453
20200206T1100,4.110245
20200206T1200,5.4502454
20200206T1300,6.5802455
20200206T1400,7.420245
20200206T1500,7.6602454
20200206T1600,7.520245
20200206T1700,5.540245
20200206T1800,1.9702454
20200206T1900,-0.33975458
20200206T2000,-0.76975465
20200206T2100,-1.4397546
20200206T2200,-1.1397547
20200206T2300,-1.4797546
20200207T0000,-1.6697546
20200207T0100,-1.6497546
20200207T0200,-1.8197545
20200207T0300,-2.2397547
20200207T0400,-2.9897547
20200207T0500,-2.8397546
20200207T0600,-2.8597546
20200207T0700,-2.7897544
20200207T0800,-1.7597545
20200207T0900,0.5502454
20200207T1000,2.5502453
20200207T1100,3.9302454
20200207T1200,5.500245
20200207T1300,6.8702455
20200207T1400,7.7602453
20200207T1500,8.460245
20200207T1600,7.5902452
20200207T1700,4.0902452
20200207T1800,1.5502454
20200207T1900,0.7402454
20200207T2000,-0.4297546
20200207T2100,-1.0897546
20200207T2200,-1.2697546
20200207T2300,-1.5597545
20200208T0000,-1.5697545
20200208T0100,-2.0097547
20200208T0200,-2.3997545
20200208T0300,-2.2797546
20200208T0400,-2.0997548
20200208T0500,-2.1397548
20200208T0600,-1.9397546
20200208T0700,-1.5897547
20200208T0800,-0.23975462
20200208T0900,1.6202455
20200208T1000,3.6802454
20200208T1100,6.130245
20200208T1200,7.7802453
20200208T1300,9.320246
20200208T1400,10.260245
20200208T1500,10.050245
20200208T1600,6.360245
20200208T1700,2.6102452
20200208T1800,2.8802452
20200208T1900,1.5902454
20200208T2000,1.8202454
20200208T2100,1.9302454
20200208T2200,1.8202454
20200208T2300,2.0002456
20200209T0000,1.6902454
20200209T0100,1.6302454
20200209T0200,1.9002454
20200209T0300,1.8102454
20200209T0400,1.4002454
20200209T0500,1.4302454
20200209T0600,1.1702454
20200209T0700,1.2502453
20200209T0800,2.8502455
20200209T0900,5.3902454
20200209T1000,8.410246
20200209T1100,10.440246
20200209T1200,12.150246
20200209T1300,13.140245
20200209T1400,13.500245
20200209T1500,13.340245
20200209T1600,13.670245
20200209T1700,13.900246
20200209T1800,14.770246
20200209T1900,15.380245
20200209T2000,15.5602455
20200209T2100,15.590245
20200209T2200,15.120245
20200209T2300,14.910245
20200210T0000,14.860246
20200210T0100,14.800245
20200210T0200,14.600245
20200210T0300,13.750245
20200210T0400,13.510245
20200210T0500,13.370245
20200210T0600,13.230246
20200210T0700,12.940246
20200210T0800,12.520246
20200210T0900,11.290245
20200210T1000,10.870245
20200210T1100,10.770246
20200210T1200,10.440246
20200210T1300,11.220245
20200210T1400,12.090245
20200210T1500,11.790245
20200210T1600,11.010245
20200210T1700,10.650246
20200210T1800,10.770246
20200210T1900,11.630245
20200210T2000,11.780245
20200210T2100,11.3102455
20200210T2200,10.700245
20200210T2300,10.440246
20200211T0000,10.130245
20200211T0100,9.670245
20200211T0200,7.5502453
20200211T0300,6.880245
20200211T0400,6.690245
20200211T0500,6.730245
20200211T0600,6.5102453
20200211T0700,6.3902454
20200211T0800,6.5702453
20200211T0900,6.610245
20200211T1000,6.3702455
20200211T1100,6.0502453
20200211T1200,6.2202454
20200211T1300,6.5802455
20200211T1400,6.7602453
20200211T1500,6.400245
20200211T1600,6.290245
20200211T1700,5.5702453
20200211T1800,5.2802453
20200211T1900,5.150245
20200211T2000,5.960245
20200211T2100,5.670245
20200211T2200,5.290245
20200211T2300,4.900245
20200212T0000,4.8302455
20200212T0100,4.5802455
20200212T0200,4.730245
20200212T0300,5.0102453
20200212T0400,5.020245
20200212T0500,4.940245
20200212T0600,4.8302455
20200212T0700,4.5602455
20200212T0800,4.6602454
20200212T0900,4.9502454
20200212T1000,5.6802454
20200212T1100,6.730245
20200212T1200,7.4102454
20200212T1300,7.110245
20200212T1400,7.3402452
20200212T1500,7.4102454
20200212T1600,7.270245
20200212T1700,7.0502453
20200212T1800,6.7402453
20200212T1900,6.3302455
20200212T2000,5.8702455
20200212T2100,5.2602453
20200212T2200,4.1002455
20200212T2300,3.5602455
20200213T0000,2.2802453
20200213T0100,1.9402454
20200213T0200,0.9102454
20200213T0300,0.3302454
20200213T0400,-0.17975461
20200213T0500,-0.33975458
20200213T0600,-0.019754589
20200213T0700,-0.1297546
20200213T0800,1.2202454
20200213T0900,3.1502452
20200213T1000,5.8302455
20200213T1100,7.790245
20200213T1200,9.080245
20200213T1300,9.630245
20200213T1400,10.100245
20200213T1500,9.780245
20200213T1600,9.500245
20200213T1700,8.150246
20200213T1800,7.500245
20200213T1900,8.030246
20200213T2000,8.230246
20200213T2100,7.5102453
20200213T2200,6.4102454
20200213T2300,6.5602455
20200214T0000,6.960245
20200214T0100,7.0102453
20200214T0200,6.8502455
20200214T0300,6.650245
20200214T0400,6.670245
20200214T0500,6.750245
20200214T0600,6.8102455
20200214T0700,6.860245
20200214T0800,7.000245
20200214T0900,7.5902452
20200214T1000,8.3102455
20200214T1100,9.170245
20200214T1200,9.890245
20200214T1300,10.330245
20200214T1400,10.660245
20200214T1500,10.490245
20200214T1600,9.950245
20200214T1700,8.300245
20200214T1800,7.110245
20200214T1900,5.3302455
20200214T2000,3.4402456
20200214T2100,2.4602454
20200214T2200,2.3202453
20200214T2300,2.0302453
20200215T0000,2.1902454
20200215T0100,2.1502454
20200215T0200,1.7802454
20200215T0300,1.3202454
